work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote,company_location,company_size
2022,MI,FT,Data Specialist,165000,US,0,US,M
2022,MI,FT,Data Specialist,135000,US,0,US,M
2022,SE,FT,Data Engineer,168400,US,0,US,M
2022,SE,FT,Data Engineer,105200,US,0,US,M
2022,SE,FT,Data Engineer,200000,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,SE,FT,Data Scientist,198800,US,0,US,M
2022,SE,FT,Data Scientist,122600,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Analyst,165000,US,0,US,M
2022,MI,FT,Data Analyst,124000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,MI,FT,Data Engineer,120000,US,0,US,M
2022,MI,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Data Engineer,153600,US,0,US,M
2022,SE,FT,Data Engineer,106800,US,0,US,M
2022,MI,FT,Data Engineer,120000,US,0,US,M
2022,MI,FT,Data Engineer,95000,US,0,US,M
2022,SE,FT,Data Science Manager,299500,US,0,US,M
2022,SE,FT,Data Science Manager,245100,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Science Manager,247500,US,0,US,M
2022,SE,FT,Data Science Manager,172200,US,0,US,M
2022,SE,FT,Data Analyst,177000,US,0,US,M
2022,SE,FT,Data Analyst,131000,US,0,US,M
2022,SE,FT,Data Engineer,146000,US,0,US,M
2022,SE,FT,Data Engineer,102000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,MI,FT,Data Engineer,80000,US,0,US,M
2022,MI,FT,Data Engineer,65000,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,EN,FT,Data Scientist,80000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Machine Learning Engineer,247500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,172200,US,0,US,M
2022,EN,FT,Data Engineer,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Data Analyst,110000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Engineer,191200,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Scientist,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Scientist,140700,US,0,US,M
2022,SE,FT,Data Scientist,93800,US,0,US,M
2022,SE,FT,Machine Learning Engineer,201000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,119000,US,0,US,M
2022,SE,FT,Data Analyst,154560,US,0,US,M
2022,SE,FT,Data Analyst,123648,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,MI,FT,Data Engineer,170000,US,0,US,M
2022,MI,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Scientist,247500,US,0,US,M
2022,SE,FT,Data Scientist,172200,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,105000,US,0,US,M
2022,MI,FT,Data Analyst,206000,US,0,US,M
2022,MI,FT,Data Analyst,160000,US,0,US,M
2022,MI,FT,Data Analyst,109000,US,0,US,M
2022,MI,FT,Data Analyst,79000,US,0,US,M
2022,MI,FT,Data Analyst,160000,US,0,US,M
2022,MI,FT,Data Analyst,109000,US,0,US,M
2022,SE,FT,Data Engineer,247500,US,0,US,M
2022,SE,FT,Data Engineer,172200,US,0,US,M
2022,SE,FT,Data Engineer,225000,US,0,US,M
2022,SE,FT,Data Engineer,184100,US,0,US,M
2022,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2022,EX,FT,Head of Data,205000,US,0,US,M
2022,EX,FT,Head of Data,160000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Scientist,245000,US,0,US,M
2022,SE,FT,Data Scientist,180000,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Engineer,220000,US,0,US,M
2022,SE,FT,Data Engineer,150000,US,0,US,M
2022,SE,FT,Data Scientist,198440,US,0,US,L
2022,SE,FT,Data Scientist,144000,US,0,US,L
2022,SE,FT,Data Engineer,240000,US,0,US,M
2022,SE,FT,Data Engineer,170000,US,0,US,M
2022,SE,FT,Data Scientist,198440,US,0,US,M
2022,SE,FT,Data Scientist,144000,US,0,US,M
2022,SE,FT,Data Analyst,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,SE,FT,Data Analyst,150000,US,0,US,M
2022,SE,FT,Data Analyst,127000,US,0,US,M
2022,SE,FT,Data Scientist,159699,US,0,US,M
2022,SE,FT,Data Scientist,138938,US,0,US,M
2022,SE,FT,Data Analyst,166700,US,0,US,M
2022,SE,FT,Data Analyst,119000,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Data Analyst,80000,US,0,US,M
2022,SE,FT,Data Analyst,52500,US,0,US,M
2022,SE,FT,Data Scientist,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,SE,FT,Data Engineer,300000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Engineer,155000,US,0,US,M
2022,SE,FT,Data Engineer,110000,US,0,US,M
2022,SE,FT,Data Operations Analyst,123000,US,0,US,M
2022,SE,FT,Data Operations Analyst,92250,US,0,US,M
2022,SE,FT,Data Engineer,170000,US,0,US,M
2022,SE,FT,Data Engineer,150000,US,0,US,M
2022,SE,FT,Data Engineer,200000,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,SE,FT,Data Engineer,260000,US,0,US,M
2022,SE,FT,Data Engineer,180000,US,0,US,M
2022,MI,FT,Data Analyst,80000,US,0,US,M
2022,MI,FT,Data Analyst,52500,US,0,US,M
2022,SE,FT,Data Architect,128000,US,0,US,M
2022,SE,FT,Data Architect,81500,US,0,US,M
2022,SE,FT,Data Operations Engineer,105000,US,0,US,M
2022,SE,FT,Data Operations Engineer,70000,US,0,US,M
2022,SE,FT,Data Scientist,175000,US,0,US,M
2022,SE,FT,Data Scientist,122500,US,0,US,M
2022,SE,FT,Data Engineer,171000,US,0,US,M
2022,SE,FT,Data Engineer,117000,US,0,US,M
2022,SE,FT,Data Scientist,202800,US,0,US,L
2022,SE,FT,Data Scientist,104300,US,0,US,L
2022,SE,FT,Data Engineer,197000,US,0,US,M
2022,SE,FT,Data Engineer,99000,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,SE,FT,Data Engineer,110000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Engineer,170000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Analyst,150000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,SE,FT,Data Architect,345600,US,0,US,M
2022,SE,FT,Data Architect,230400,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,US,0,US,M
2022,SE,FT,Data Engineer,205600,US,0,US,L
2022,SE,FT,Data Engineer,105700,US,0,US,L
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Data Engineer,225000,US,0,US,M
2022,SE,FT,Data Engineer,184100,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Scientist,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,EN,FT,Machine Learning Engineer,108000,US,0,US,S
2022,MI,FT,Data Analyst,85000,US,0,US,M
2022,MI,FT,Data Analyst,65000,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Data Scientist,123400,US,0,US,M
2022,SE,FT,Data Scientist,88100,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Engineer,191200,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,SE,FT,Analytics Engineer,150000,US,0,US,M
2022,SE,FT,Analytics Engineer,120000,US,0,US,M
2022,SE,FT,Data Science Consultant,139000,US,0,US,M
2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2022,SE,FT,Data Analyst,139600,US,0,US,M
2022,SE,FT,Data Analyst,85700,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,SE,FT,Data Scientist,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,US,0,US,M
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2022,MI,FT,Data Manager,134000,US,0,US,M
2022,MI,FT,Data Manager,98000,US,0,US,M
2022,MI,FT,Data Analyst,105000,US,0,US,M
2022,MI,FT,Data Analyst,62000,US,0,US,M
2022,SE,FT,Data Engineer,300000,US,0,US,M
2022,SE,FT,Data Engineer,225000,US,0,US,M
2022,SE,FT,Data Scientist,198440,US,0,US,L
2022,SE,FT,Data Scientist,144000,US,0,US,L
2022,SE,FT,Data Engineer,229998,US,0,US,L
2022,SE,FT,Data Engineer,154545,US,0,US,L
2022,SE,FT,Data Scientist,215000,US,0,US,L
2022,SE,FT,Data Scientist,159000,US,0,US,L
2022,SE,FT,Data Engineer,229998,US,0,US,L
2022,SE,FT,Data Engineer,154545,US,0,US,L
2022,SE,FT,Data Scientist,218000,US,0,US,M
2022,SE,FT,Data Scientist,145300,US,0,US,M
2022,SE,FT,Data Analyst,110000,US,0,US,M
2022,SE,FT,Data Analyst,99000,US,0,US,M
2022,SE,FT,Data Engineer,195700,US,0,US,M
2022,SE,FT,Data Engineer,130500,US,0,US,M
2022,SE,FT,Data Engineer,141300,US,0,US,M
2022,SE,FT,Data Engineer,102100,US,0,US,M
2022,SE,FT,Applied Machine Learning Scientist,108000,US,0,US,L
2022,SE,FT,Data Scientist,179400,US,0,US,M
2022,SE,FT,Data Scientist,154000,US,0,US,M
2022,SE,FT,Machine Learning Scientist,193900,US,0,US,M
2022,SE,FT,Machine Learning Scientist,129300,US,0,US,M
2022,EX,FT,Data Science Manager,222640,US,0,US,M
2022,EX,FT,Data Science Manager,182160,US,0,US,M
2022,MI,FT,Data Engineer,150000,US,0,US,M
2022,MI,FT,Data Engineer,100000,US,0,US,M
2022,EN,FT,Data Scientist,93000,US,0,US,M
2022,EN,FT,Data Scientist,73000,US,0,US,M
2022,MI,FT,Data Manager,134000,US,0,US,M
2022,MI,FT,Data Manager,98000,US,0,US,M
2022,SE,FT,Data Engineer,215000,US,0,US,M
2022,SE,FT,Data Engineer,164000,US,0,US,M
2022,SE,FT,Data Engineer,300000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Scientist,151800,US,0,US,M
2022,SE,FT,Data Scientist,130240,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,115000,US,0,US,M
2022,MI,FT,Financial Data Analyst,75000,US,0,US,M
2022,SE,FT,Data Scientist,191475,US,0,US,M
2022,SE,FT,Data Scientist,141525,US,0,US,M
2022,SE,FT,Data Analyst,115000,US,0,US,L
2022,SE,FT,Data Scientist,204100,US,0,US,M
2022,SE,FT,Data Scientist,136100,US,0,US,M
2022,SE,FT,Analytics Engineer,250000,US,0,US,M
2022,SE,FT,Analytics Engineer,63000,US,0,US,M
2022,MI,FT,Data Analyst,113000,US,0,US,L
2022,SE,FT,Data Scientist,175000,US,0,US,M
2022,SE,FT,Data Scientist,140000,US,0,US,M
2022,SE,FT,Analytics Engineer,250000,US,0,US,M
2022,SE,FT,Analytics Engineer,63000,US,0,US,M
2022,SE,FT,Data Scientist,160000,US,0,US,L
2022,SE,FT,Data Scientist,119300,US,0,US,L
2022,SE,FT,Data Engineer,105000,US,0,US,M
2022,SE,FT,Data Engineer,90000,US,0,US,M
2022,MI,FT,Data Scientist,225000,US,0,US,M
2022,MI,FT,Data Scientist,160000,US,0,US,M
2022,SE,FT,Analytics Engineer,245000,US,0,US,M
2022,SE,FT,Analytics Engineer,180000,US,0,US,M
2022,SE,FT,Analytics Engineer,203500,US,0,US,M
2022,SE,FT,Analytics Engineer,152000,US,0,US,M
2022,SE,FT,Data Engineer,250000,US,0,US,M
2022,SE,FT,Data Engineer,63000,US,0,US,M
2022,EN,FT,Data Scientist,82000,US,0,US,L
2022,SE,FT,Data Scientist,203500,US,0,US,M
2022,SE,FT,Data Scientist,152000,US,0,US,M
2022,SE,FT,Data Analyst,216200,US,0,US,M
2022,SE,FT,Data Analyst,144100,US,0,US,M
2022,SE,FT,ETL Developer,250000,US,0,US,M
2022,SE,FT,ETL Developer,63000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2022,SE,FT,Data Engineer,195700,US,0,US,M
2022,SE,FT,Data Engineer,130500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,193900,US,0,US,M
2022,SE,FT,Machine Learning Engineer,129300,US,0,US,M
2022,SE,FT,Data Engineer,188100,US,0,US,M
2022,SE,FT,Data Engineer,139860,US,0,US,M
2022,SE,FT,Machine Learning Engineer,248700,US,0,US,M
2022,SE,FT,Machine Learning Engineer,167100,US,0,US,M
2022,SE,FT,Data Scientist,123400,US,0,US,M
2022,SE,FT,Data Scientist,88100,US,0,US,M
2022,SE,FT,Data Scientist,245000,US,0,US,M
2022,SE,FT,Data Scientist,205000,US,0,US,M
2022,SE,FT,Data Engineer,141300,US,0,US,M
2022,SE,FT,Data Engineer,102100,US,0,US,M
2022,SE,FT,Data Architect,141300,US,0,US,M
2022,SE,FT,Data Architect,102100,US,0,US,M
2022,SE,FT,Data Architect,250000,US,0,US,M
2022,SE,FT,Data Architect,63000,US,0,US,M
2022,MI,FT,Data Engineer,24000,US,0,US,M
2022,MI,FT,Data Engineer,24000,US,0,US,M
2022,SE,FT,Data Engineer,250000,US,0,US,M
2022,SE,FT,Data Engineer,63000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,193900,US,0,US,M
2022,MI,FT,Machine Learning Engineer,129300,US,0,US,M
2022,MI,FT,Data Analyst,216200,US,0,US,M
2022,MI,FT,Data Analyst,144100,US,0,US,M
2022,SE,FT,Machine Learning Scientist,216000,US,0,US,M
2022,SE,FT,Machine Learning Scientist,144000,US,0,US,M
2022,EX,FT,Data Science Manager,260500,US,0,US,M
2022,EX,FT,Data Science Manager,175100,US,0,US,M
2022,SE,FT,Data Engineer,206699,US,0,US,M
2022,SE,FT,Data Engineer,99100,US,0,US,M
2022,MI,FT,Analytics Engineer,200000,US,0,US,M
2022,MI,FT,Analytics Engineer,54000,US,0,US,M
2022,SE,FT,Data Engineer,250000,US,0,US,M
2022,SE,FT,Data Engineer,63000,US,0,US,M
2022,SE,FT,Data Architect,250000,US,0,US,M
2022,SE,FT,Data Architect,63000,US,0,US,M
2022,SE,FT,Data Engineer,250000,US,0,US,M
2022,SE,FT,Data Engineer,63000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,L
2022,SE,FT,Data Engineer,80000,US,0,US,L
2022,SE,FT,Data Scientist,160000,US,0,US,L
2022,SE,FT,Data Scientist,100000,US,0,US,L
2022,SE,FT,Data Science Manager,249260,US,0,US,M
2022,SE,FT,Data Science Manager,185400,US,0,US,M
2022,SE,FT,Data Scientist,160000,US,0,US,L
2022,SE,FT,Data Scientist,119300,US,0,US,L
2022,EN,FT,Machine Learning Engineer,83000,US,0,US,L
2022,SE,FT,Data Scientist,186000,US,0,US,M
2022,SE,FT,Data Scientist,148800,US,0,US,M
2022,SE,FT,Data Analyst,112900,US,0,US,M
2022,SE,FT,Data Analyst,90320,US,0,US,M
2022,SE,FT,ML Engineer,240000,US,0,US,M
2022,SE,FT,ML Engineer,160000,US,0,US,M
2022,MI,FT,AI Scientist,120000,US,0,US,M
2022,SE,FT,Data Analyst,115934,US,0,US,M
2022,SE,FT,Data Analyst,81666,US,0,US,M
2022,SE,FT,Data Analyst,164000,US,0,US,M
2022,SE,FT,Data Analyst,132000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2022,SE,FT,Data Scientist,215300,US,0,US,L
2022,SE,FT,Data Scientist,140400,US,0,US,L
2022,MI,FT,Data Engineer,82900,US,0,US,M
2022,MI,FT,Data Engineer,63900,US,0,US,M
2022,SE,FT,Data Scientist,180000,US,0,US,M
2022,SE,FT,Data Scientist,80000,US,0,US,M
2022,MI,FT,Data Analyst,58000,US,0,US,S
2022,MI,FT,Data Analyst,58000,US,0,US,S
2022,SE,FT,Data Engineer,136000,US,0,US,M
2022,SE,FT,Data Engineer,108800,US,0,US,M
2022,SE,FT,Data Engineer,181940,US,0,US,M
2022,SE,FT,Data Engineer,132320,US,0,US,M
2022,SE,FT,Data Engineer,220110,US,0,US,M
2022,SE,FT,Data Engineer,160080,US,0,US,M
2022,SE,FT,Data Scientist,180000,US,0,US,L
2022,SE,FT,Data Scientist,120000,US,0,US,L
2022,MI,FT,Data Analyst,126500,US,0,US,M
2022,MI,FT,Data Analyst,106260,US,0,US,M
2022,SE,FT,Data Analyst,116000,US,0,US,M
2022,SE,FT,Data Analyst,99000,US,0,US,M
2022,MI,FT,Data Scientist,130000,US,0,US,M
2022,MI,FT,Data Scientist,90000,US,0,US,M
2022,SE,FT,Data Engineer,160000,US,0,US,L
2022,SE,FT,Data Engineer,113000,US,0,US,L
2022,SE,FT,Data Scientist,150000,US,0,US,M
2022,SE,FT,Data Scientist,95550,US,0,US,M
2022,SE,FT,Data Scientist,205300,US,0,US,L
2022,SE,FT,Data Scientist,140400,US,0,US,L
2022,SE,FT,Data Engineer,70500,US,0,US,M
2022,SE,FT,Data Engineer,54000,US,0,US,M
2022,SE,FT,Data Scientist,205300,US,0,US,M
2022,SE,FT,Data Scientist,140400,US,0,US,M
2022,SE,FT,Analytics Engineer,205300,US,0,US,M
2022,SE,FT,Analytics Engineer,184700,US,0,US,M
2022,MI,FT,Data Scientist,141300,US,0,US,M
2022,MI,FT,Data Scientist,102100,US,0,US,M
2022,MI,FT,Data Engineer,206699,US,0,US,M
2022,MI,FT,Data Engineer,99100,US,0,US,M
2022,SE,FT,Data Analyst,129000,US,0,US,M
2022,SE,FT,Data Analyst,99000,US,0,US,M
2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M
2022,MI,FT,Data Scientist,31795,IN,1,US,M
2022,SE,FT,BI Developer,130000,US,1,US,L
2022,SE,FT,Lead Data Scientist,192000,US,1,US,L
2022,EN,FT,Data Scientist,168000,US,1,US,M
2022,SE,FT,Machine Learning Software Engineer,375000,US,1,US,M
2022,EN,FT,Data Scientist,180000,US,1,US,M
2022,MI,FT,Data Scientist,155000,US,1,US,L
2022,MI,FT,Data Scientist,110000,US,1,US,L
2022,EN,FT,Data Scientist,100000,US,1,US,M
2022,SE,FT,Manager Data Management,125000,US,1,US,L
2022,SE,FT,Applied Machine Learning Scientist,150000,US,1,US,M
2022,MI,FT,Data Scientist,150000,US,1,US,M
2022,MI,FT,Data Scientist,127500,US,1,US,M
2022,SE,FT,Data Scientist,126500,US,1,US,M
2022,SE,FT,Data Scientist,51000,US,1,US,M
2022,SE,FT,Data Engineer,250000,US,1,US,M
2022,SE,FT,Data Engineer,63000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,210000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,160000,US,1,US,M
2022,SE,FT,Data Scientist,272550,US,1,US,M
2022,SE,FT,Data Scientist,198200,US,1,US,M
2022,MI,FT,Data Engineer,150000,US,1,US,M
2022,MI,FT,Data Engineer,150000,US,1,US,M
2022,SE,FT,Data Engineer,216000,US,1,US,M
2022,SE,FT,Data Engineer,144000,US,1,US,M
2022,SE,FT,Data Analyst,149000,US,1,US,M
2022,SE,FT,Data Analyst,119000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,246000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,201000,US,1,US,M
2022,SE,FT,ML Engineer,235000,US,1,US,M
2022,SE,FT,ML Engineer,185000,US,1,US,M
2022,SE,FT,Cloud Database Engineer,190000,US,1,US,M
2022,SE,FT,Cloud Database Engineer,160000,US,1,US,M
2022,EN,FT,Product Data Analyst,100000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,192000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,164000,US,1,US,M
2022,MI,FT,Data Analyst,75000,US,1,US,M
2022,MI,FT,Data Analyst,60000,US,1,US,M
2022,SE,FT,Applied Scientist,184000,US,1,US,M
2022,SE,FT,Applied Scientist,142000,US,1,US,M
2022,SE,FT,Applied Scientist,192000,US,1,US,M
2022,SE,FT,Applied Scientist,164000,US,1,US,M
2022,EX,FT,Data Engineer,310000,US,1,US,M
2022,EX,FT,Data Engineer,239000,US,1,US,M
2022,MI,FT,Data Engineer,160000,US,1,US,M
2022,MI,FT,Data Engineer,120000,US,1,US,M
2022,SE,FT,Data Analyst,115934,US,1,US,M
2022,SE,FT,Data Analyst,81666,US,1,US,M
2022,SE,FT,Data Scientist,175000,US,1,US,M
2022,SE,FT,Data Scientist,140000,US,1,US,M
2022,MI,FT,Analytics Engineer,122500,US,1,US,M
2022,MI,FT,Analytics Engineer,100000,US,1,US,M
2022,SE,FT,Data Engineer,190000,US,1,US,M
2022,SE,FT,Data Engineer,120000,US,1,US,M
2022,SE,FT,Data Analyst,127000,US,1,US,M
2022,SE,FT,Data Analyst,104000,US,1,US,M
2022,SE,FT,Data Scientist,210000,US,1,US,M
2022,SE,FT,Data Scientist,150000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,210000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,150000,US,1,US,M
2022,SE,FT,Data Engineer,210000,US,1,US,M
2022,SE,FT,Data Engineer,130000,US,1,US,M
2022,SE,FT,Data Scientist,182750,US,1,US,M
2022,SE,FT,Data Scientist,161500,US,1,US,M
2022,MI,FT,Data Analyst,102640,US,1,US,M
2022,MI,FT,Data Analyst,66100,US,1,US,M
2022,SE,FT,Research Scientist,210000,US,1,US,M
2022,SE,FT,Research Scientist,150000,US,1,US,M
2022,MI,FT,Data Engineer,130000,US,1,US,M
2022,MI,FT,Data Engineer,80000,US,1,US,M
2022,SE,FT,Data Scientist,136000,US,1,US,M
2022,SE,FT,Data Scientist,104000,US,1,US,M
2022,SE,FT,Data Analyst,150000,US,1,US,M
2022,SE,FT,Data Analyst,100000,US,1,US,M
2022,SE,FT,Data Engineer,216000,US,1,US,M
2022,SE,FT,Data Engineer,144000,US,1,US,M
2022,EX,FT,Data Scientist,159000,US,1,US,M
2022,EX,FT,Data Scientist,130000,US,1,US,M
2022,SE,FT,Data Analyst,115934,US,1,US,M
2022,SE,FT,Data Analyst,81666,US,1,US,M
2022,SE,FT,Data Engineer,215000,US,1,US,M
2022,SE,FT,Data Engineer,150000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,246000,US,1,US,M
2022,SE,FT,Machine Learning Engineer,201000,US,1,US,M
2022,MI,FT,Data Engineer,187000,US,1,US,M
2022,MI,FT,Data Engineer,153000,US,1,US,M
2022,SE,FT,BI Developer,140000,US,1,US,M
2022,SE,FT,BI Developer,120000,US,1,US,M
2022,MI,FT,Data Analyst,75000,US,1,US,M
2022,MI,FT,Data Analyst,60000,US,1,US,M
2022,MI,FT,MLOps Engineer,134000,US,1,US,M
2022,MI,FT,MLOps Engineer,124000,US,1,US,M
2022,MI,FT,Data Analyst,100000,US,1,US,M
2022,MI,FT,Data Analyst,65000,US,1,US,M
2022,SE,FT,Data Engineer,220000,US,1,US,M
2022,SE,FT,Data Engineer,146000,US,1,US,M
2022,SE,FT,Data Architect,190000,US,1,US,M
2022,SE,FT,Data Architect,135000,US,1,US,M
2022,SE,FT,Data Scientist,173000,US,1,US,M
2022,SE,FT,Data Scientist,110000,US,1,US,M
2022,SE,FT,Data Analyst,115934,US,1,US,M
2022,SE,FT,Data Analyst,81666,US,1,US,M
2022,SE,FT,Principal Machine Learning Engineer,190000,US,1,US,L
2022,SE,FT,Data Engineer,194000,US,1,US,M
2022,SE,FT,Data Engineer,129400,US,1,US,M
2022,SE,FT,Data Analyst,201000,US,1,US,M
2022,SE,FT,Data Analyst,89200,US,1,US,M
2022,SE,FT,Applied Scientist,230000,US,1,US,M
2022,SE,FT,Applied Scientist,196000,US,1,US,M
2022,MI,FT,Machine Learning Researcher,150000,US,1,US,M
2022,MI,FT,Machine Learning Researcher,100000,US,1,US,M
2022,MI,FT,Machine Learning Researcher,130000,US,1,US,M
2022,MI,FT,Machine Learning Researcher,100000,US,1,US,M
2022,SE,FT,Data Engineer,216000,US,1,US,M
